table_id;x_axis_rc_code;y_axis_rc_code
C_82.00;90;390
C_75.01;100;1010
C_13.01;40;560
C_13.01;70;660
F_25.01;50;80
C_118.00;201;x414_BG
C_75.01;60;210
R_01.00;71;30
C_114.00;180;x418_RU
C_75.01;70;830
C_75.01;20;1210
D_08.00;70;110
C_13.01;30;280
C_73.00;20;918
C_68.00;50;20
C_16.00;120;60
C_32.02;70;80
C_118.00;207;x418_SG
C_21.00;70;50
J_04.00;90;600
F_23.03;160;80
C_75.01;60;2370
C_66.01;60;740
C_13.01;870;374
C_13.01;260;650
D_05.00;130;G46_46
C_118.00;199;x414_x33
C_13.01;10;670
C_75.01;100;760
D_05.00;130;C18_13
C_23.00;20;130
C_66.01;10;430
D_05.00;30;G46_74
C_13.01;340;510
C_32.02;170;210
C_40.00;130;300
C_118.00;205;x418_HK
C_75.01;70;2350
C_13.01;650;500
C_120.02;100;x69_x50_x25
D_09.01;50;160
C_114.00;180;x417_AM
C_118.00;150;x417_DO
C_13.01;340;670
F_15.00;70;182
J_03.00;140;160
C_75.01;80;1130
C_34.02;140;20
D_07.00;110;480
C_32.02;70;210
D_05.00;20;G45_19
C_22.00;90;180
F_08.01;37;290
C_17.01;90;510
D_05.00;30;G46_42
C_74.00;140;279
D_09.01;140;120
C_114.00;208;x418_HK
C_07.00;100;300
C_120.01;120;x523
C_08.02;120;NULL
C_08.01;10;170
C_80.00;100;600
C_75.01;60;1570
F_15.00;90;124
C_114.00;203;x414_SK
C_33.00;270;155
D_05.00;30;C13_3
C_75.01;60;2730
C_13.01;50;660
C_75.01;90;160
C_73.00;50;50
C_28.00;220;NULL
D_05.00;30;G47_51
C_75.01;60;1420
D_05.00;90;S95_23
C_13.01;890;610
C_17.01;90;670
C_80.00;110;30
C_07.00;240;40
C_84.00;20;130
C_118.00;190;x417_VE
C_80.00;100;120
D_05.00;100;S95_25
C_33.00;300;210
F_18.00;107;500
C_75.01;20;830
C_13.01;870;330
D_05.00;70;A1_61
C_13.01;20;374
C_07.00;70;140
D_05.00;80;C10
C_74.00;110;180
D_05.00;100;H52_29
C_21.00;50;30
F_18.00;121;923
C_80.00;20;230
C_13.01;50;500
C_13.01;340;470
J_03.00;120;570
C_34.05;50;140
C_75.01;40;1890
C_73.00;20;914
D_05.00;140;C10_83
D_05.00;110;D35_11
C_75.01;70;1400
C_32.02;40;80
C_74.00;150;291
D_05.00;100;C25_11
C_114.00;150;x416_SN
D_05.00;50;G46_66
J_07.00;20;570
C_74.00;40;100
C_91.00;50;100
C_32.02;120;40
C_81.00;90;70
F_18.00;55;540
C_13.01;300;520
F_04.10;40;10
C_13.01;100;670
C_17.01;90;870
D_05.00;30;C23_51
F_15.00;110;92
J_07.00;40;600
C_13.01;250;510
C_05.01;10;62
C_120.04;120;x7_x130_x876_x15_x776
C_66.01;25;360
D_05.00;110;P85_52
C_118.00;180;x414_HU
D_05.00;60;G47_61
D_05.00;30;C26_3
F_25.02;120;120
D_05.00;130;C13_93
C_102.00;150;NULL
D_05.00;40;C33_12
C_75.01;80;1710
D_05.00;50;G47_61
C_74.00;100;430
C_114.00;150;x418_AU
J_04.00;110;600
F_18.00;121;211
C_11.00;40;40
D_08.00;100;100
C_22.00;70;460
D_05.00;90;G47_82
C_80.00;40;720
D_05.00;40;G47_59
D_05.00;130;C20_16
D_05.00;140;C23_51
C_75.01;60;290
C_114.00;190;x417_GH
F_35.00;100;30
C_13.01;930;650
D_05.00;50;I55_9
C_118.00;207;x418_FR
C_118.00;190;x418_RU
C_75.01;80;1800
F_18.00;196;480
J_02.00;10;110
F_18.00;951;224
C_75.01;20;1870
D_05.00;110;F43_34
F_18.00;197;410
C_74.00;100;283
F_46.00;100;110
C_74.00;50;80
C_114.00;203;x415_IL
C_114.00;170;x418_CL
C_80.00;30;80
C_118.00;160;x416_KZ
C_66.01;90;730
C_07.00;10;120
C_13.01;120;610
C_118.00;209;x414_AT
C_05.01;50;64
D_05.00;140;F42_12
D_05.00;50;J59_14
C_75.01;20;2090
C_09.01;20;100
C_118.00;209;x418_AR
C_13.01;870;255
F_04.03.1;60;20
D_08.00;60;150
D_05.00;110;M72_2
D_05.00;80;K66_29
C_29.00;330;NULL
D_05.00;110;C17_22
C_13.01;320;540
C_23.00;70;90
C_13.01;170;241
F_18.00;142;224
J_05.00;20;640
D_05.00;70;F41
C_118.00;201;x414_HR
D_05.00;40;N81_1
J_09.00;20;60
C_80.00;40;740
C_22.00;60;300
R_01.00;40;5
C_114.00;203;x414_HU
C_13.01;330;600
F_18.00;80;540
D_05.00;110;K64_19
C_103.00;131;NULL
D_05.00;130;K64_92
C_118.00;190;x415_BJ
F_08.01;37;150
F_11.04;30;30
C_22.00;90;140
C_24.00;70;40
F_11.02;21;30
F_32.04;50;130
C_111.00;100;NULL
D_05.00;140;C31_02
C_80.00;90;470
J_08.00;20;240
C_14.00;90;NULL
C_13.01;900;650
F_25.01;50;110
J_02.00;30;610
D_07.00;80;370
J_06.00;290;590
C_13.01;120;510
J_03.00;140;420
C_17.01;90;610
D_05.00;110;S94_91
C_13.01;300;500
C_07.00;70;280
C_22.00;60;290
C_80.00;10;480
C_34.02;100;50
C_82.00;80;240
C_114.00;208;x415_IL
R_06.01;40;10
D_05.00;50;J60_1
C_13.01;100;510
F_04.03.1;30;20
C_75.01;80;2700
D_07.00;80;430
C_35.03;40;110
C_114.00;207;x414_CH
F_08.01;35;20
C_118.00;209;x418_JP
C_05.02;60;60
C_114.00;207;x417_AM
D_05.00;80;G46_63
C_118.00;160;x416_IR
D_07.00;60;380
C_22.00;40;80
C_22.00;30;60
F_18.00;951;211
C_22.00;90;430
C_118.00;209;x419_ES
C_75.01;70;1700
C_120.04;190;x7_x1286_x876_x15_x777
C_114.00;190;x418_CZ
C_80.00;120;1030
C_114.00;170;x416_TN
C_34.05;140;190
D_05.00;20;J61_1
D_05.00;30;G46_39
C_73.00;30;1030
C_75.01;100;2440
C_75.01;80;860
C_75.01;90;1750
D_05.00;50;S95_11
D_07.00;120;390
C_34.02;80;90
J_05.00;60;630
D_09.01;40;120
C_08.01;220;80
C_114.00;207;x415_MO
C_75.01;20;2190
D_05.00;40;C33_11
D_09.03;20;20
F_04.02.1;20;10
C_118.00;190;x418_NO
C_118.00;170;x415_ID
F_46.00;85;80
D_05.00;100;S94_11
C_74.00;120;230
C_75.01;90;2610
D_05.00;40;J58_11
C_75.01;10;2770
D_05.00;40;C29_1
F_15.00;100;10
D_05.00;140;C11_07
C_13.01;900;460
D_05.00;140;G47_99
C_114.00;190;x418_NZ
C_118.00;160;x417_DO
C_83.00;50;100
F_18.00;160;410
C_18.00;60;40
F_32.04;40;110
D_05.00;40;S94_2
C_75.01;60;80
C_75.01;40;850
C_66.01;25;1030
M_01.00;20;280
C_73.00;20;920
C_75.01;60;1520
C_08.01;256;170
C_114.00;180;x417_EG
J_02.00;150;280
C_32.02;30;210
F_18.00;102;370
D_07.00;130;490
J_04.00;20;630
C_75.01;90;2570
R_01.00;20;5
F_08.01;40;380
C_82.00;80;50
C_74.00;150;283
D_05.00;40;C20_3
C_75.01;20;980
D_05.00;100;C25_62
J_04.00;130;200
C_32.02;160;50
D_07.00;120;470
D_05.00;40;G47_71
D_05.00;100;A1_49
C_13.01;40;600
F_04.10;50;50
C_120.04;120;x101_x1286_x876_x16_x775
D_05.00;140;G46_46
D_05.00;70;C25_62
C_18.00;30;11
C_13.01;870;660
C_75.01;70;230
D_05.00;70;J61_9
F_32.04;40;170
C_75.01;90;990
C_74.00;80;307
D_05.00;50;J63_91
D_05.00;140;C10_72
C_18.00;10;11
C_18.00;70;190
C_14.00;291;NULL
F_04.09;45;8
C_118.00;160;x417_CI
F_11.04;30;90
D_05.00;30;G46_77
C_74.00;130;309
C_118.00;160;x415_MC
C_13.01;880;570
D_07.00;80;350
C_74.00;130;50
C_73.00;20;200
C_24.00;180;40
D_05.00;120;N77_33
C_24.00;120;100
D_05.00;80;C28_24
D_07.00;100;330
J_04.00;90;640
C_66.01;10;105
D_05.00;60;N77_33
J_05.00;310;370
F_18.00;57;221
C_118.00;160;x414_AT
C_82.00;90;410
C_34.05;170;210
C_73.00;30;410
F_09.01.1;120;60
C_29.00;110;NULL
D_05.00;80;N77_35
D_05.00;140;C10_52
D_05.00;40;C11_07
C_24.00;150;100
C_73.00;20;450
C_118.00;170;x416_NC
D_05.00;90;G46_31
C_73.00;20;750
D_05.00;30;C25_62
C_08.01;150;160
D_05.00;70;J59_13
F_25.01;100;70
D_05.00;110;Q87_2
C_102.00;80;NULL
J_06.00;290;380
C_118.00;170;x416_VN
C_13.01;750;630
J_06.00;310;630
F_23.05;20;220
C_14.00;446;NULL
C_34.03;10;260
C_73.00;20;120
C_114.00;160;x417_MU
C_75.01;40;1020
F_18.00;192;360
C_80.00;120;770
C_106.01;120;x611
C_118.00;209;x414_HR
C_75.01;20;1920
C_33.00;270;120
C_32.01;40;143
F_32.02;60;250
D_07.00;160;410
C_66.01;25;205
D_05.00;80;F43_11
C_73.00;30;750
C_34.03;20;280
D_07.00;80;260
C_114.00;208;x414_TR
C_118.00;208;x419_DE
R_04.01;80;0370_0370
F_23.02;40;270
D_05.00;20;C30_92
D_09.01;140;180
C_114.00;150;x417_CI
C_13.01;150;530
C_22.00;100;100
D_05.00;30;S95_12
F_23.01;50;110
D_05.00;30;S95_25
C_32.02;210;160
C_75.01;100;1240
C_118.00;160;x414_SE
D_05.00;60;G45_19
D_07.00;120;490
C_106.01;120;x607
C_118.00;140;x414_DK
D_05.00;130;Q88_91
C_67.00;40;120
C_118.00;160;x418_GR
C_17.01;90;740
C_114.00;190;x417_ID
J_02.00;80;580
D_05.00;120;E38_32
C_75.01;70;850
D_05.00;60;A1_28
C_14.00;251;NULL
F_18.00;197;480
J_07.00;290;640
C_28.00;340;NULL
D_09.02;70;60
C_17.01;100;922
J_02.00;10;440
C_23.00;50;135
C_80.00;30;250
F_32.04;50;110
J_04.00;60;610
C_13.01;160;320
F_18.00;143;211
F_18.00;192;480
D_05.00;40;G46_31
C_80.00;110;640
J_05.00;300;600
F_35.00;130;30
F_18.00;58;223
J_05.00;310;350
C_75.01;90;2290
F_08.01;37;60
D_05.00;40;G46_75
C_66.01;10;1290
C_17.01;90;570
C_82.00;10;440
J_02.00;150;10
C_08.01;120;30
D_05.00;100;N77_34
D_05.00;40;C10_12
C_73.00;30;430
C_07.00;120;250
C_118.00;190;x418_IT
C_32.04;40;NULL
C_118.00;150;x417_MU
C_118.00;160;x415_VN
C_09.01;40;100
C_66.01;25;810
D_05.00;110;G47_41
C_13.01;110;630
C_05.01;40;64
D_07.00;60;360
C_75.01;70;1420
C_13.01;890;480
J_04.00;120;600
D_05.00;20;P85_53
C_75.01;80;1420
C_13.01;80;660
D_05.00;70;A1_4
C_13.01;920;540
C_32.02;20;70
F_18.00;107;340
R_12.00;20;10
C_13.01;870;620
C_75.01;20;960
C_83.00;60;30
D_05.00;40;C23_7
C_13.01;230;590
D_09.02;300;60
J_05.00;30;640
C_32.02;220;120
C_34.03;10;330
D_05.00;40;S94_12
D_05.00;40;K64_3
J_03.00;40;640
C_13.01;130;630
C_114.00;203;x415_MO
C_66.01;25;400
C_17.01;100;550
C_75.01;70;2310
C_75.01;90;2460
C_74.00;110;325
C_05.01;20;442
D_05.00;130;G46_75
C_13.01;230;630
C_118.00;180;x416_BJ
C_18.00;40;11
C_32.02;60;190
F_14.00;60;90
C_22.00;100;160
D_05.00;50;N81_21
F_11.04;50;200
C_17.01;100;210
F_18.00;57;216
C_114.00;180;x416_SN
C_13.01;20;410
C_75.01;40;2580
D_05.00;140;C16_23
M_02.00;30;180
D_07.00;40;150
C_24.00;180;20
C_32.02;170;50
C_74.00;80;305
C_118.00;202;x414_HU
R_12.00;90;20
C_75.01;80;2650
P_01.03;40;40
C_73.00;20;1200
C_114.00;180;x415_BH
C_08.01;190;80
F_04.09;30;8
C_17.01;90;630
C_34.03;70;280
C_32.02;130;140
C_103.00;180;NULL
J_02.00;150;540
C_16.00;40;30
D_05.00;80;G46_38
C_75.01;100;1100
D_05.00;70;G46_39
J_04.00;10;630
C_24.00;90;30
C_74.00;100;100
C_80.00;110;240
F_18.00;101;450
C_34.02;120;100
C_05.01;40;62
C_118.00;140;x414_HU
F_18.00;30;460
C_17.01;90;980
D_05.00;110;C20_11
F_23.02;40;360
C_118.00;170;x419_GB
C_17.01;90;830
C_17.01;100;270
F_15.00;110;200
F_18.00;122;520
D_05.00;120;G45_19
C_07.00;40;90
C_75.01;90;1840
D_05.00;110;H52_24
C_08.01;190;170
C_32.02;100;50
C_120.04;150;x10_x1286_x876_x16_x775
C_32.02;70;40
D_05.00;80;G46_1
C_118.00;208;x418_BE
F_46.00;70;140
C_74.00;60;480
C_13.01;20;500
C_75.01;60;420
D_05.00;80;S95_24
C_75.01;20;1980
C_118.00;201;x414_SI
C_16.00;100;40
C_74.00;130;299
C_120.01;50;x627
C_82.00;30;240
C_114.00;206;x417_AM
C_08.01;120;40
C_75.01;40;20
C_114.00;203;x414_PL
F_23.03;130;130
C_13.01;240;460
F_23.02;40;250
C_32.02;240;50
C_13.01;730;550
C_23.00;70;135
C_114.00;170;x416_EG
C_18.00;60;13
C_17.01;100;760
C_32.02;220;50
C_13.01;660;520
C_13.01;100;610
C_75.01;90;2320
C_10.01;50;80
C_07.00;60;280
C_66.01;25;830
C_08.01;270;30
C_40.00;70;390
C_75.01;60;2540
D_09.01;160;180
C_13.01;10;251
C_13.01;270;630
C_75.01;90;820
C_13.01;690;630
C_75.01;40;130
C_74.00;140;540
C_22.00;60;190
D_05.00;90;K64_92
C_34.01;50;40
F_09.01.1;130;50
C_75.01;60;460
D_09.01;100;180
C_13.01;240;530
D_05.00;40;G46_77
D_05.00;20;F41
J_02.00;150;490
C_114.00;170;x416_GH
C_120.01;120;x481
C_114.00;170;x414_TR
F_19.00;130;212
M_03.00;10;610
C_80.00;100;160
C_40.00;75;350
D_05.00;50;F43_31
D_05.00;100;N77_4
C_14.01;411;NULL
F_25.01;80;70
C_66.01;25;190
C_13.01;845;370
C_14.01;460;NULL
D_05.00;50;J61_2
J_07.00;290;220
C_32.02;270;160
J_06.00;280;610
C_66.01;170;730
C_75.01;90;350
C_08.01;120;180
R_04.01;40;0340_0340
J_08.00;10;280
C_80.00;20;290
C_80.00;20;420
C_120.01;120;x607
F_12.00;70;10
J_06.00;290;630
R_12.00;100;60
C_66.01;10;590
C_75.01;60;2220
D_05.00;110;C15_12
D_05.00;140;H49_41
D_05.00;110;F42_22
D_05.00;60;C18_11
C_75.01;80;1090
D_05.00;140;G46_13
C_75.01;20;320
D_09.01;140;160
D_09.01;20;130
C_75.01;70;2050
C_32.02;220;180
C_75.01;70;780
C_66.01;25;700
F_08.01;35;40
D_05.00;140;C10
F_18.00;122;930
D_05.00;100;G46_13
C_13.01;140;510
C_22.00;100;200
C_91.00;200;50
C_80.00;90;200
D_05.00;30;K66_11
C_11.00;40;110
C_07.00;70;120
C_40.00;20;280
C_103.00;190;NULL
C_75.01;20;2680
C_120.01;50;x482
C_118.00;180;x414_DK
J_04.00;40;590
C_13.01;650;560
F_18.00;192;420
C_18.00;20;130
C_114.00;170;x416_UA
C_10.02;70;NULL
C_29.00;260;NULL
D_05.00;110;N77_35
C_74.00;150;279
C_16.00;120;20
F_32.01;100;10
F_15.00;100;41
C_75.01;100;1750
C_101.00;50;NULL
D_05.00;140;H53_1
F_35.00;210;30
D_03.01;70;B5_1_x90
C_118.00;190;x418_BE
C_91.00;140;120
F_18.00;180;460
D_09.01;130;180
C_74.00;90;430
D_05.00;40;S95_21
D_05.00;110;F43_1
F_18.00;196;440
C_09.01;70;100
D_07.00;100;240
F_32.04;20;80
C_13.01;290;580
F_18.00;141;923
C_74.00;50;550
J_05.00;310;410
C_71.00;20;10
C_13.01;860;600
C_80.00;110;370
F_18.00;56;214
C_34.05;150;40
C_114.00;204;x414_PL
C_91.00;70;110
F_18.00;951;222
J_05.00;40;30
C_34.03;70;30
C_13.01;120;670
C_114.00;150;x417_AR
C_66.01;25;250
D_05.00;20;D35_22
C_13.01;230;610
D_05.00;100;H52_21
C_40.00;130;210
C_21.00;70;30
D_09.01;30;150
D_05.00;100;P85_53
C_74.00;90;271
C_114.00;170;x415_TW
C_13.01;290;520
D_08.00;260;100
C_114.00;190;x416_DO
C_18.00;20;60
C_120.04;150;x101_x1285_x876_x16_x776
C_114.00;207;x418_AU
D_09.01;100;160
D_09.01;120;140
C_75.01;70;2540
D_05.00;110;G47_52
J_02.00;130;50
D_05.00;50;D35_11
R_01.00;71;5
C_34.05;50;200
F_19.00;130;223
C_16.00;40;50
C_75.01;90;1280
C_13.01;30;330
C_13.01;650;450
F_09.02;10;200
R_06.01;10;50
C_66.01;25;245
D_05.00;50;C33_15
C_118.00;140;x414_HR
C_25.00;60;10
D_05.00;50;M73_12
C_17.01;90;150
D_05.00;20;A1_41
F_46.00;40;50
C_75.01;80;1930
D_05.00;80;G47_43
D_07.00;50;340
C_13.01;80;650
F_10.00;40;195
C_13.01;80;570
C_05.02;40;150
J_07.00;30;580
D_05.00;50;P85_6
C_34.02;90;100
J_02.00;140;470
C_24.00;110;50
C_118.00;190;x418_CA
C_75.01;80;1560
D_05.00;110;P85_6
F_04.09;45;6
C_34.05;150;190
C_13.01;160;375
J_05.00;30;500
C_66.01;10;210
C_75.01;40;1940
D_05.00;140;K66_11
C_34.03;10;200
C_74.00;120;410
C_33.00;270;50
C_17.01;100;530
C_118.00;180;x417_CL
C_24.00;170;70
C_34.05;130;150
C_22.00;20;80
D_07.00;130;450
C_75.01;90;1240
J_07.00;40;620
D_05.00;30;G47_73
C_114.00;170;x416_AR
F_08.01;37;190
C_13.01;310;620
C_18.00;30;380
D_05.00;140;C24_44
C_73.00;20;560
F_46.00;20;160
D_05.00;130;C23_62
C_75.01;100;560
C_20.00;900;90
C_34.02;120;10
C_13.01;840;620
F_13.01;55;36
C_13.01;250;550
C_75.01;90;800
C_91.00;170;120
C_13.01;650;600
C_35.01;10;10
F_18.00;56;216
C_120.04;150;x99_x1285_x876_x16_x775
C_91.00;150;100
C_75.01;70;1460
F_04.03.1;20;30
C_115.00;50;NULL
C_66.01;25;180
F_08.01;37;350
J_05.00;30;170
C_118.00;170;x415_VE
D_09.02;230;40
M_02.00;10;440
C_75.01;90;740
F_23.01;40;100
C_32.02;100;160
D_07.00;110;330
C_75.01;80;1350
C_75.01;100;500
C_34.02;60;40
C_106.01;100;x617
C_75.01;60;2710
D_08.00;240;100
C_66.01;10;570
J_03.00;130;310
D_05.00;80;S94_92
C_120.04;130;x99_x1285_x876_x15_x775
C_07.00;90;220
J_06.00;60;160
D_07.00;30;450
D_05.00;100;M72_2
F_18.00;121;223
C_114.00;206;x415_SA
F_18.00;140;224
F_18.00;55;460
C_75.01;20;920
C_80.00;90;10
C_80.00;30;230
C_118.00;202;x414_HR
M_02.00;10;220
D_05.00;100;D35_14
C_08.01;300;170
D_09.02;90;10
F_11.04;50;70
D_05.00;50;C32_99
C_13.01;20;450
C_66.01;10;250
C_13.01;160;241
C_66.01;10;130
C_74.00;120;450
F_04.10;50;30
C_114.00;190;x416_IR
D_05.00;90;N77_4
D_05.00;30;J58_19
C_117.00;30;NULL
C_07.00;190;100
F_46.00;50;90
D_05.00;80;Q88_91
D_05.00;90;G47_91
C_73.00;50;1045
C_05.01;40;60
C_75.01;80;2810
C_40.00;85;360
C_75.01;20;1830
D_05.00;20;G47_43
C_05.02;50;110
C_120.01;50;x485
D_05.00;80;C27_4
F_09.01.1;130;120
D_07.00;140;330
J_06.00;40;170
D_05.00;20;G46_18
C_08.02;200;NULL
C_102.00;90;NULL
C_13.01;870;253
C_91.00;100;100
D_07.00;80;490
C_74.00;40;510
C_118.00;207;x418_CH
C_18.00;20;380
D_05.00;100;G45_32
F_11.04;30;120
C_23.00;70;70
C_75.01;90;2810
C_114.00;160;x415_AR
C_91.00;150;90
C_114.00;170;x416_AM
C_114.00;160;x416_KY
C_32.02;190;70
C_66.01;25;970
C_10.01;40;120
C_13.01;220;470
C_22.00;100;120
F_10.00;40;260
D_09.01;60;170
C_74.00;160;327
J_07.00;310;310
F_18.00;57;214
C_114.00;207;x415_TW
F_18.00;196;340
C_18.00;20;40
F_12.01;20;650
C_114.00;190;x414_BG
D_05.00;50;C25_94
C_34.03;70;260
F_15.00;80;128
C_91.00;40;110
C_75.01;100;840
C_07.00;190;120
F_23.01;30;210
C_13.01;40;620
C_114.00;205;x415_PH
C_114.00;170;x415_KY
C_32.02;130;200
C_73.00;50;30
D_05.00;130;C10_52
D_05.00;40;C26_6
C_13.01;110;570
J_04.00;10;590
C_74.00;40;60
D_05.00;30;F43_12
C_66.01;25;1210
J_02.00;10;480
C_80.00;120;830
C_91.00;100;130
C_74.00;120;305
C_80.00;30;270
C_114.00;160;x417_NC
C_75.01;80;820
D_07.00;40;420
C_118.00;209;x418_NZ
C_80.00;20;300
D_05.00;90;A1_49
C_08.01;172;160
C_118.00;199;x414_SE
F_46.00;75;200
C_21.00;10;90
C_32.02;180;190
C_82.00;30;320
J_04.00;100;640
C_17.01;100;913
M_02.00;30;500
C_20.00;900;40
C_34.03;10;40
F_46.00;110;120
M_05.00;80;x279_x630
C_32.02;80;160
C_91.00;10;110
C_34.05;50;90
C_13.01;40;200
F_20.04;22;50
F_18.00;170;430
C_14.00;303;NULL
R_06.01;10;60
C_17.01;90;770
D_05.00;30;C23_7
C_32.02;90;40
F_09.02;20;130
F_18.00;143;224
C_80.00;120;680
C_114.00;207;x417_MZ
C_114.00;130;x414_PL
C_118.00;150;x417_CY
D_05.00;70;Q87_9
C_118.00;160;x418_AU
C_118.00;150;x418_IT
J_04.00;110;580
J_05.00;290;140
C_34.02;100;120
C_75.01;70;1780
C_73.00;50;160
C_13.01;880;460
C_22.00;90;120
D_05.00;100;C23_62
C_118.00;150;x416_CR
C_13.01;140;480
C_80.00;120;90
C_16.00;80;80
C_73.00;30;680
D_05.00;110;G46_63
F_46.00;100;170
C_105.01;90;NULL
C_13.01;60;560
C_114.00;207;x414_TR
J_03.00;20;580
C_118.00;160;x415_IL
C_114.00;208;x418_AR
D_07.00;110;260
C_73.00;60;965
C_73.00;30;1345
C_73.00;30;390
D_05.00;120;C25_94
D_05.00;110;J63_91
C_75.01;70;130
C_118.00;206;x418_AU
C_07.00;130;290
D_05.00;110;F42_11
C_114.00;199;x414_CZ
D_05.00;130;C25_11
D_05.00;80;C26_3
F_11.02;21;100
C_13.01;330;450
D_05.00;130;A1_49
C_118.00;180;x416_ID
C_13.01;160;373
F_46.00;100;80
D_09.01;90;120
D_05.00;60;B8_99
J_05.00;300;490
F_18.00;910;231
F_11.03;20;80
D_07.00;140;420
D_05.00;50;C26_6
C_118.00;170;x416_EG
D_05.00;100;Q88_91
C_13.01;220;253
J_02.00;10;500
C_16.00;50;40
C_74.00;50;450
D_05.00;50;K66_19
C_34.05;130;90
C_114.00;150;x418_SG
C_14.00;241;NULL
C_16.00;120;50
C_80.00;30;140
D_05.00;40;J58_29
F_18.00;70;490
F_18.00;57;213
F_18.00;140;920
C_40.00;20;40
C_43.00;30;10
D_05.00;100;C30_92
C_07.00;170;70
F_23.02;50;150
C_24.00;160;90
C_118.00;150;x419_DE
C_34.02;70;110
J_02.00;60;610
D_05.00;70;G46_32
C_32.02;270;40
F_08.01;37;260
C_17.01;100;945
F_18.00;30;520
C_32.02;170;80
F_18.00;56;213
C_13.01;60;550
C_34.03;20;300
C_118.00;207;x414_DK
C_13.01;270;580
D_05.00;30;F41
C_73.00;30;960
D_05.00;60;A1_62
D_05.00;100;S95_23
C_13.01;330;660
C_73.00;30;1010
F_04.03.1;90;30
C_16.00;70;50
D_07.00;60;460
R_01.00;60;10
F_12.00;80;510
D_05.00;140;G46_7
C_13.01;870;520
D_05.00;130;G46_34
D_05.00;130;F43_33
J_03.00;90;640
D_09.02;70;30
C_75.01;40;860
D_05.00;40;C26_51
D_08.00;100;130
C_75.01;60;2760
F_35.00;210;10
C_74.00;110;160
D_07.00;50;500
C_08.01;90;40
C_107.02;40;NULL
C_13.01;130;560
D_09.01;30;160
C_105.02;40;NULL
D_09.01;70;140
J_04.00;50;580
C_13.01;10;250
J_06.00;40;140
C_05.01;50;10
C_16.00;120;90
C_114.00;160;x418_AE
D_05.00;100;R91_04
D_08.00;230;100
D_05.00;40;G47_22
C_17.01;90;922
F_18.00;196;420
C_23.00;20;135
C_74.00;60;80
C_75.01;80;1160
C_114.00;190;x415_VE
D_05.00;80;P85_2
C_75.01;60;1480
C_13.01;750;650
F_18.00;70;340
C_28.00;270;NULL
C_07.00;60;200
C_07.00;70;240
C_118.00;170;x419_ES
J_03.00;10;570
C_118.00;209;x418_FR
C_34.05;160;90
J_02.00;140;340
C_48.02;20;NULL
C_17.01;90;680
D_05.00;130;G47_71
C_75.01;100;1520
D_05.00;50;C15_12
C_80.00;10;290
D_05.00;40;H51_1
C_118.00;205;x416_AR
C_91.00;170;20
C_34.02;130;130
C_13.01;220;540
C_13.01;50;460
C_74.00;10;410
C_114.00;209;x418_AM
C_118.00;170;x418_AM
C_118.00;206;x418_AE
C_91.00;120;110
C_13.01;20;610
C_114.00;206;x418_SG
C_74.00;90;100
C_75.01;90;2130
C_05.02;30;150
J_07.00;40;470
F_18.00;122;470
C_13.01;30;560
C_105.03;10;NULL
R_12.00;40;10
C_118.00;160;x417_EG
F_18.00;950;222
D_07.00;140;350
F_18.00;109;923
C_22.00;90;370
D_08.00;70;170
C_75.01;90;200
J_04.00;60;570
D_05.00;110;F43_39
C_13.01;870;100
C_22.00;60;440
F_46.00;20;200
C_114.00;180;x418_CH
F_18.00;109;231
C_66.01;25;920
C_08.01;310;170
C_82.00;10;60
D_05.00;120;G46_63
C_74.00;60;150
C_75.01;90;2270
J_06.00;300;630
C_80.00;40;810
D_05.00;70;A1_43
J_06.00;310;380
C_118.00;150;x417_NC
C_118.00;170;x418_NO
C_91.00;60;130
C_114.00;207;x418_CN
F_23.02;160;390
C_16.00;71;50
D_09.02;290;60
C_120.04;120;x101_x1285_x876_x16_x776
D_05.00;40;G47_24
C_114.00;205;x418_AR
R_01.00;30;31
J_03.00;130;560
D_05.00;50;A1_49
C_14.00;120;NULL
C_34.05;60;120
D_05.00;70;G46_11
C_75.01;60;2200
F_46.00;90;80
C_82.00;90;280
J_02.00;50;580
C_66.01;130;740
C_114.00;205;x418_AM
C_74.00;160;530
C_16.00;70;60
J_06.00;60;380
D_05.00;20;C26_2
C_118.00;190;x415_EG
C_07.00;130;210
D_05.00;30;C13_93
C_75.01;60;740
C_18.00;70;210
D_05.00;100;C28_25
C_24.00;120;30
C_103.00;280;NULL
C_13.01;10;600
C_84.00;30;60
D_05.00;40;F42_12
C_80.00;110;420
F_08.01;40;350
C_66.01;10;370
J_03.00;10;610
D_05.00;50;C10_72
D_05.00;50;C22_23
C_80.00;100;490
C_120.02;80;x52_x51_x25
J_06.00;50;570
J_02.00;80;620
D_09.01;30;190
F_08.01;37;410
C_118.00;190;x415_GG
J_05.00;60;590
C_111.00;410;NULL
C_32.02;200;60
C_74.00;110;289
D_05.00;100;C26_51
D_07.00;140;150
C_13.01;50;550
C_18.00;30;385
C_75.01;70;1310
C_75.01;100;2450
F_32.01;90;15
C_32.01;40;90
C_13.01;880;660
C_114.00;206;x414_CH
J_02.00;90;590
J_09.00;30;70
F_25.01;20;50
C_118.00;150;x416_BJ
C_81.00;80;390
C_75.01;70;1490
C_66.01;20;730
C_82.00;90;440
M_03.00;10;500
C_118.00;150;x418_ES
C_114.00;199;x414_SI
C_80.00;20;930
C_118.00;190;x418_HK
C_32.02;210;110
F_23.05;170;220
C_80.00;40;1010
C_114.00;180;x418_AU
C_75.01;100;400
